"Annotation (pathway/process)"	"XD-score"	"Fisher q-value"	"Gene set size"	"Pathway size"	"Overlap size"
"GO:0090179~planar cell polarity pathway involved in neural tube closure"	-0.151644423260248	1	239	13	0
"GO:0016126~sterol biosynthetic process"	-0.151644423260248	1	239	10	0
"GO:2000145~regulation of cell motility"	-0.151644423260248	1	239	11	0
"GO:0050901~leukocyte tethering or rolling"	-0.151644423260248	1	239	12	0
"GO:0007339~binding of sperm to zona pellucida"	-0.151644423260248	1	239	15	0
"GO:0007004~telomere maintenance via telomerase"	-0.151644423260248	1	239	10	0
"GO:0019933~cAMP-mediated signaling"	-0.151644423260248	1	239	20	0
"GO:0045987~positive regulation of smooth muscle contraction"	-0.151644423260248	1	239	15	0
"GO:0007194~negative regulation of adenylate cyclase activity"	-0.151644423260248	1	239	23	0
"GO:0006195~purine nucleotide catabolic process"	-0.151644423260248	1	239	11	0
"GO:0030856~regulation of epithelial cell differentiation"	-0.151644423260248	1	239	10	0
"GO:0032886~regulation of microtubule-based process"	-0.151644423260248	1	239	11	0
"GO:0001779~natural killer cell differentiation"	-0.151644423260248	1	239	12	0
"GO:0060068~vagina development"	-0.151644423260248	1	239	11	0
"GO:0045664~regulation of neuron differentiation"	-0.151644423260248	1	239	23	0
"GO:0042220~response to cocaine"	-0.151644423260248	1	239	23	0
"GO:0060071~Wnt receptor signaling pathway, planar cell polarity pathway"	-0.151644423260248	1	239	11	0
"GO:0048675~axon extension"	-0.151644423260248	1	239	10	0
"GO:0043406~positive regulation of MAP kinase activity"	-0.151644423260248	1	239	37	0
"GO:0045662~negative regulation of myoblast differentiation"	-0.151644423260248	1	239	10	0
"GO:0071549~cellular response to dexamethasone stimulus"	-0.151644423260248	1	239	10	0
"GO:0090190~positive regulation of branching involved in ureteric bud morphogenesis"	-0.151644423260248	1	239	20	0
"GO:0030279~negative regulation of ossification"	-0.151644423260248	1	239	16	0
"GO:0032967~positive regulation of collagen biosynthetic process"	-0.151644423260248	1	239	18	0
"GO:0035066~positive regulation of histone acetylation"	-0.151644423260248	1	239	13	0
"GO:0022408~negative regulation of cell-cell adhesion"	-0.151644423260248	1	239	14	0
"GO:0043552~positive regulation of phosphatidylinositol 3-kinase activity"	-0.151644423260248	1	239	24	0
"GO:0031334~positive regulation of protein complex assembly"	-0.151644423260248	1	239	16	0
"GO:0032740~positive regulation of interleukin-17 production"	-0.151644423260248	1	239	11	0
"GO:0010718~positive regulation of epithelial to mesenchymal transition"	-0.151644423260248	1	239	19	0
"GO:0050868~negative regulation of T cell activation"	-0.151644423260248	1	239	13	0
"GO:0032703~negative regulation of interleukin-2 production"	-0.151644423260248	1	239	10	0
"GO:0007512~adult heart development"	-0.151644423260248	1	239	14	0
"GO:0006825~copper ion transport"	-0.151644423260248	1	239	14	0
"GO:0035872~nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway"	-0.151644423260248	1	239	42	0
"GO:0048856~anatomical structure development"	-0.151644423260248	1	239	10	0
"GO:0042113~B cell activation"	-0.151644423260248	1	239	27	0
"GO:0050771~negative regulation of axonogenesis"	-0.151644423260248	1	239	18	0
"GO:0008361~regulation of cell size"	-0.151644423260248	1	239	10	0
"GO:0046856~phosphatidylinositol dephosphorylation"	-0.151644423260248	1	239	12	0
"GO:0006878~cellular copper ion homeostasis"	-0.151644423260248	1	239	11	0
"GO:0019725~cellular homeostasis"	-0.151644423260248	1	239	11	0
"GO:0046325~negative regulation of glucose import"	-0.151644423260248	1	239	10	0
"GO:0071285~cellular response to lithium ion"	-0.151644423260248	1	239	16	0
"GO:0006349~regulation of gene expression by genetic imprinting"	-0.151644423260248	1	239	15	0
"GO:0008635~activation of cysteine-type endopeptidase activity involved in apoptotic process by cytochrome c"	-0.151644423260248	1	239	10	0
"GO:0001658~branching involved in ureteric bud morphogenesis"	-0.151644423260248	1	239	43	0
"GO:0035137~hindlimb morphogenesis"	-0.151644423260248	1	239	10	0
"GO:0072001~renal system development"	-0.151644423260248	1	239	13	0
"GO:0042640~anagen"	-0.151644423260248	1	239	11	0
"GO:0008637~apoptotic mitochondrial changes"	-0.151644423260248	1	239	14	0
"GO:0051146~striated muscle cell differentiation"	-0.151644423260248	1	239	15	0
"GO:0050806~positive regulation of synaptic transmission"	-0.151644423260248	1	239	16	0
"GO:0015813~L-glutamate transport"	-0.151644423260248	1	239	13	0
"GO:0006536~glutamate metabolic process"	-0.151644423260248	1	239	11	0
"GO:0000096~sulfur amino acid metabolic process"	-0.151644423260248	1	239	26	0
"GO:0045778~positive regulation of ossification"	-0.151644423260248	1	239	14	0
"GO:0048703~embryonic viscerocranium morphogenesis"	-0.151644423260248	1	239	11	0
"GO:0009635~response to herbicide"	-0.151644423260248	1	239	10	0
"GO:0060992~response to fungicide"	-0.151644423260248	1	239	10	0
"GO:0030539~male genitalia development"	-0.151644423260248	1	239	20	0
"GO:0006702~androgen biosynthetic process"	-0.151644423260248	1	239	11	0
"GO:0071371~cellular response to gonadotropin stimulus"	-0.151644423260248	1	239	11	0
"GO:0035094~response to nicotine"	-0.151644423260248	1	239	28	0
"GO:0048484~enteric nervous system development"	-0.151644423260248	1	239	16	0
"GO:0000050~urea cycle"	-0.151644423260248	1	239	10	0
"GO:0030225~macrophage differentiation"	-0.151644423260248	1	239	13	0
"GO:0045078~positive regulation of interferon-gamma biosynthetic process"	-0.151644423260248	1	239	12	0
"GO:0006625~protein targeting to peroxisome"	-0.151644423260248	1	239	10	0
"GO:0035725~sodium ion transmembrane transport"	-0.151644423260248	1	239	15	0
"GO:0050910~detection of mechanical stimulus involved in sensory perception of sound"	-0.151644423260248	1	239	12	0
"GO:0001706~endoderm formation"	-0.151644423260248	1	239	14	0
"GO:0021879~forebrain neuron differentiation"	-0.151644423260248	1	239	10	0
"GO:0007163~establishment or maintenance of cell polarity"	-0.151644423260248	1	239	24	0
"GO:0050953~sensory perception of light stimulus"	-0.151644423260248	1	239	12	0
"GO:0017157~regulation of exocytosis"	-0.151644423260248	1	239	16	0
"GO:0006590~thyroid hormone generation"	-0.151644423260248	1	239	13	0
"GO:0060416~response to growth hormone stimulus"	-0.151644423260248	1	239	10	0
"GO:0046622~positive regulation of organ growth"	-0.151644423260248	1	239	12	0
"GO:0001829~trophectodermal cell differentiation"	-0.151644423260248	1	239	14	0
"GO:0060216~definitive hemopoiesis"	-0.151644423260248	1	239	13	0
"GO:0030224~monocyte differentiation"	-0.151644423260248	1	239	17	0
"GO:0000185~activation of MAPKKK activity"	-0.151644423260248	1	239	10	0
"GO:0003009~skeletal muscle contraction"	-0.151644423260248	1	239	15	0
"GO:0001775~cell activation"	-0.151644423260248	1	239	11	0
"GO:0031622~positive regulation of fever generation"	-0.151644423260248	1	239	11	0
"GO:0045670~regulation of osteoclast differentiation"	-0.151644423260248	1	239	14	0
"GO:0009651~response to salt stress"	-0.151644423260248	1	239	16	0
"GO:0045416~positive regulation of interleukin-8 biosynthetic process"	-0.151644423260248	1	239	11	0
"GO:0001819~positive regulation of cytokine production"	-0.151644423260248	1	239	23	0
"GO:0016226~iron-sulfur cluster assembly"	-0.151644423260248	1	239	10	0
"GO:0006471~protein ADP-ribosylation"	-0.151644423260248	1	239	19	0
"GO:0071276~cellular response to cadmium ion"	-0.151644423260248	1	239	13	0
"GO:0018298~protein-chromophore linkage"	-0.151644423260248	1	239	12	0
"GO:0008037~cell recognition"	-0.151644423260248	1	239	13	0
"GO:0048935~peripheral nervous system neuron development"	-0.151644423260248	1	239	10	0
"GO:0035136~forelimb morphogenesis"	-0.151644423260248	1	239	10	0
"GO:0030041~actin filament polymerization"	-0.151644423260248	1	239	18	0
"GO:0071346~cellular response to interferon-gamma"	-0.151644423260248	1	239	24	0
"GO:0006198~cAMP catabolic process"	-0.151644423260248	1	239	15	0
"GO:0006836~neurotransmitter transport"	-0.151644423260248	1	239	35	0
"GO:0090398~cellular senescence"	-0.151644423260248	1	239	14	0
"GO:0019060~intracellular transport of viral proteins in host cell"	-0.151644423260248	1	239	10	0
"GO:0045445~myoblast differentiation"	-0.151644423260248	1	239	14	0
"GO:0030518~intracellular steroid hormone receptor signaling pathway"	-0.151644423260248	1	239	15	0
"GO:0031529~ruffle organization"	-0.151644423260248	1	239	14	0
"GO:0001954~positive regulation of cell-matrix adhesion"	-0.151644423260248	1	239	15	0
"GO:0055008~cardiac muscle tissue morphogenesis"	-0.151644423260248	1	239	10	0
"GO:0001709~cell fate determination"	-0.151644423260248	1	239	18	0
"GO:0071526~semaphorin-plexin signaling pathway"	-0.151644423260248	1	239	15	0
"GO:0046887~positive regulation of hormone secretion"	-0.151644423260248	1	239	14	0
"GO:0070848~response to growth factor stimulus"	-0.151644423260248	1	239	17	0
"GO:0010469~regulation of receptor activity"	-0.151644423260248	1	239	10	0
"GO:0031954~positive regulation of protein autophosphorylation"	-0.151644423260248	1	239	11	0
"GO:0034614~cellular response to reactive oxygen species"	-0.151644423260248	1	239	13	0
"GO:0006182~cGMP biosynthetic process"	-0.151644423260248	1	239	15	0
"GO:0009190~cyclic nucleotide biosynthetic process"	-0.151644423260248	1	239	18	0
"GO:0007141~male meiosis I"	-0.151644423260248	1	239	13	0
"GO:0050482~arachidonic acid secretion"	-0.151644423260248	1	239	14	0
"GO:0071345~cellular response to cytokine stimulus"	-0.151644423260248	1	239	12	0
"GO:0007171~activation of transmembrane receptor protein tyrosine kinase activity"	-0.151644423260248	1	239	10	0
"GO:0051966~regulation of synaptic transmission, glutamatergic"	-0.151644423260248	1	239	10	0
"GO:0000160~two-component signal transduction system (phosphorelay)"	-0.151644423260248	1	239	11	0
"GO:0030431~sleep"	-0.151644423260248	1	239	11	0
"GO:0007340~acrosome reaction"	-0.151644423260248	1	239	14	0
"GO:0006705~mineralocorticoid biosynthetic process"	-0.151644423260248	1	239	10	0
"GO:0042445~hormone metabolic process"	-0.151644423260248	1	239	15	0
"GO:0043984~histone H4-K16 acetylation"	-0.151644423260248	1	239	12	0
"GO:0042104~positive regulation of activated T cell proliferation"	-0.151644423260248	1	239	17	0
"GO:0045086~positive regulation of interleukin-2 biosynthetic process"	-0.151644423260248	1	239	13	0
"GO:0042574~retinal metabolic process"	-0.151644423260248	1	239	10	0
"GO:0015908~fatty acid transport"	-0.151644423260248	1	239	13	0
"GO:0010506~regulation of autophagy"	-0.151644423260248	1	239	15	0
"GO:0006071~glycerol metabolic process"	-0.151644423260248	1	239	15	0
"GO:0048208~COPII vesicle coating"	-0.151644423260248	1	239	15	0
"GO:0048205~COPI coating of Golgi vesicle"	-0.151644423260248	1	239	13	0
"GO:0043568~positive regulation of insulin-like growth factor receptor signaling pathway"	-0.151644423260248	1	239	10	0
"GO:0060065~uterus development"	-0.151644423260248	1	239	10	0
"GO:0045089~positive regulation of innate immune response"	-0.151644423260248	1	239	15	0
"GO:0060292~long term synaptic depression"	-0.151644423260248	1	239	10	0
"GO:0048169~regulation of long-term neuronal synaptic plasticity"	-0.151644423260248	1	239	24	0
"GO:0002092~positive regulation of receptor internalization"	-0.151644423260248	1	239	13	0
"GO:0043408~regulation of MAPK cascade"	-0.151644423260248	1	239	12	0
"GO:0007212~dopamine receptor signaling pathway"	-0.151644423260248	1	239	13	0
"GO:0090009~primitive streak formation"	-0.151644423260248	1	239	10	0
"GO:0010744~positive regulation of macrophage derived foam cell differentiation"	-0.151644423260248	1	239	14	0
"GO:0030318~melanocyte differentiation"	-0.151644423260248	1	239	26	0
"GO:0048016~inositol phosphate-mediated signaling"	-0.151644423260248	1	239	11	0
"GO:0021527~spinal cord association neuron differentiation"	-0.151644423260248	1	239	14	0
"GO:0021680~cerebellar Purkinje cell layer development"	-0.151644423260248	1	239	10	0
"GO:0015671~oxygen transport"	-0.151644423260248	1	239	11	0
"GO:0044344~cellular response to fibroblast growth factor stimulus"	-0.151644423260248	1	239	15	0
"GO:0007043~cell-cell junction assembly"	-0.151644423260248	1	239	12	0
"GO:0060412~ventricular septum morphogenesis"	-0.151644423260248	1	239	17	0
"GO:0006595~polyamine metabolic process"	-0.151644423260248	1	239	16	0
"GO:0045582~positive regulation of T cell differentiation"	-0.151644423260248	1	239	11	0
"GO:0002230~positive regulation of defense response to virus by host"	-0.151644423260248	1	239	12	0
"GO:0031647~regulation of protein stability"	-0.151644423260248	1	239	20	0
"GO:0043534~blood vessel endothelial cell migration"	-0.151644423260248	1	239	10	0
"GO:0016339~calcium-dependent cell-cell adhesion"	-0.151644423260248	1	239	14	0
"GO:0007168~receptor guanylyl cyclase signaling pathway"	-0.151644423260248	1	239	11	0
"GO:0002504~antigen processing and presentation of peptide or polysaccharide antigen via MHC class II"	-0.151644423260248	1	239	63	0
"GO:0001782~B cell homeostasis"	-0.151644423260248	1	239	15	0
"GO:0060135~maternal process involved in female pregnancy"	-0.151644423260248	1	239	15	0
"GO:0070098~chemokine-mediated signaling pathway"	-0.151644423260248	1	239	25	0
"GO:0002827~positive regulation of T-helper 1 type immune response"	-0.151644423260248	1	239	10	0
"GO:0019886~antigen processing and presentation of exogenous peptide antigen via MHC class II"	-0.151644423260248	1	239	12	0
"GO:0042554~superoxide anion generation"	-0.151644423260248	1	239	13	0
"GO:0046620~regulation of organ growth"	-0.151644423260248	1	239	10	0
"GO:0006904~vesicle docking involved in exocytosis"	-0.151644423260248	1	239	18	0
"GO:0002666~positive regulation of T cell tolerance induction"	-0.151644423260248	1	239	10	0
"GO:0019885~antigen processing and presentation of endogenous peptide antigen via MHC class I"	-0.151644423260248	1	239	13	0
"GO:0051085~chaperone mediated protein folding requiring cofactor"	-0.151644423260248	1	239	10	0
"GO:0016064~immunoglobulin mediated immune response"	-0.151644423260248	1	239	12	0
"GO:0033993~response to lipid"	-0.151644423260248	1	239	11	0
"GO:0015695~organic cation transport"	-0.151644423260248	1	239	10	0
"GO:0006882~cellular zinc ion homeostasis"	-0.151644423260248	1	239	10	0
"GO:0071577~zinc ion transmembrane transport"	-0.151644423260248	1	239	12	0
"GO:0060740~prostate gland epithelium morphogenesis"	-0.151644423260248	1	239	10	0
"GO:0006654~phosphatidic acid biosynthetic process"	-0.151644423260248	1	239	10	0
"GO:0000038~very long-chain fatty acid metabolic process"	-0.151644423260248	1	239	15	0
"GO:0045022~early endosome to late endosome transport"	-0.151644423260248	1	239	13	0
"GO:0021954~central nervous system neuron development"	-0.151644423260248	1	239	15	0
"GO:0007589~body fluid secretion"	-0.151644423260248	1	239	11	0
"GO:0055012~ventricular cardiac muscle cell differentiation"	-0.151644423260248	1	239	12	0
"GO:0007020~microtubule nucleation"	-0.151644423260248	1	239	12	0
"GO:0050880~regulation of blood vessel size"	-0.151644423260248	1	239	13	0
"GO:0060038~cardiac muscle cell proliferation"	-0.151644423260248	1	239	13	0
"GO:0045226~extracellular polysaccharide biosynthetic process"	-0.151644423260248	1	239	10	0
"GO:0001894~tissue homeostasis"	-0.151644423260248	1	239	16	0
"GO:0033540~fatty acid beta-oxidation using acyl-CoA oxidase"	-0.151644423260248	1	239	11	0
"GO:0060347~heart trabecula formation"	-0.151644423260248	1	239	11	0
"GO:0001886~endothelial cell morphogenesis"	-0.151644423260248	1	239	10	0
"GO:0051493~regulation of cytoskeleton organization"	-0.151644423260248	1	239	13	0
"GO:0006228~UTP biosynthetic process"	-0.151644423260248	1	239	11	0
"GO:0006241~CTP biosynthetic process"	-0.151644423260248	1	239	12	0
"GO:0006183~GTP biosynthetic process"	-0.151644423260248	1	239	11	0
"GO:0006165~nucleoside diphosphate phosphorylation"	-0.151644423260248	1	239	11	0
"GO:0048246~macrophage chemotaxis"	-0.151644423260248	1	239	13	0
"GO:0043069~negative regulation of programmed cell death"	-0.151644423260248	1	239	10	0
"GO:0007223~Wnt receptor signaling pathway, calcium modulating pathway"	-0.151644423260248	1	239	11	0
"GO:0002548~monocyte chemotaxis"	-0.151644423260248	1	239	13	0
"GO:0043583~ear development"	-0.151644423260248	1	239	15	0
"GO:0007158~neuron cell-cell adhesion"	-0.151644423260248	1	239	12	0
"GO:0045653~negative regulation of megakaryocyte differentiation"	-0.151644423260248	1	239	10	0
"GO:0032733~positive regulation of interleukin-10 production"	-0.151644423260248	1	239	17	0
"GO:0030833~regulation of actin filament polymerization"	-0.151644423260248	1	239	13	0
